id,out,in,all,bins,unique,,
13010,16,29,45,,,,
2712,35,55,90,,,,
2199,26,7,33,,,,
10284,7,1,8,,,,
6791,7,0,7,,,,
8551,10,0,10,,,,
15849,9,2,11,,,,
6059,49,36,85,,,,
13508,10,1,11,,,,
8403,20,13,33,,,,
5687,1,3,4,,,,
2836,46,25,71,,,,
5555,15,4,19,,,,
17217,2,2,4,,,,
1493,22,0,22,,,,
11025,17,1,18,,,,
3856,56,2,58,,,,
11690,22,21,43,,,,
12929,10,2,12,,,,
9102,2,1,3,,,,
15332,5,0,5,,,,
9625,19,23,42,,,,
552,47,125,172,,,,
9945,13,4,17,,,,
14665,1,24,25,,,,
15583,18,16,34,,,,
3304,11,65,76,,,,
13509,7,16,23,,,,
258,2,4,6,,,,
2801,26,4,30,,,,
12371,2,1,3,,,,
5260,11,6,17,,,,
10772,12,20,32,,,,
389,4,21,25,,,,
2704,31,3,34,,,,
12490,16,18,34,,,,
5514,29,172,201,,,,
15496,50,6,56,,,,
3474,34,8,42,,,,
16839,2,0,2,,,,
13026,1,12,13,,,,
10177,29,39,68,,,,
7377,2,8,10,,,,
9527,5,4,9,,,,
14062,7,8,15,,,,
10145,3,6,9,,,,
16646,8,2,10,,,,
8982,34,16,50,,,,
10460,1,58,59,,,,
356,25,3,28,,,,
7866,4,20,24,,,,
14416,7,1,8,,,,
14923,3,0,3,,,,
11243,16,7,23,,,,
6858,19,0,19,,,,
2356,15,7,22,,,,
17225,2,7,9,,,,
16997,7,1,8,,,,
296,6,10,16,,,,
12457,65,60,125,,,,
2354,20,47,67,,,,
2783,70,14,84,,,,
14519,6,8,14,,,,
15407,6,29,35,,,,
3399,6,31,37,,,,
9542,2,4,6,,,,
16030,38,6,44,,,,
6194,7,54,61,,,,
6594,2,4,6,,,,
14105,1,1,2,,,,
5396,121,27,148,,,,
1261,16,51,67,,,,
4499,9,29,38,,,,
7856,2,5,7,,,,
7379,9,0,9,,,,
15367,4,2,6,,,,
1541,5,0,5,,,,
5583,1,6,7,,,,
13664,2,8,10,,,,
15257,16,5,21,,,,
4493,5,6,11,,,,
13763,5,3,8,,,,
1365,15,41,56,,,,
14614,2,5,7,,,,
14182,8,70,78,,,,
782,13,32,45,,,,
10781,12,2,14,,,,
1939,25,13,38,,,,
14504,10,5,15,,,,
5370,127,73,200,,,,
450,3,1,4,,,,
10117,21,4,25,,,,
1861,58,20,78,,,,
11426,17,29,46,,,,
17241,1,9,10,,,,
8890,16,7,23,,,,
11439,4,5,9,,,,
1502,19,4,23,,,,
5134,5,1,6,,,,
6807,7,23,30,,,,
15567,4,24,28,,,,
12880,2,14,16,,,,
10324,4,2,6,,,,
3966,4,12,16,,,,
11730,31,40,71,,,,
287,13,15,28,,,,
9659,6,6,12,,,,
13682,1,5,6,,,,
2725,24,40,64,,,,
3070,1,1,2,,,,
5420,87,138,225,,,,
15219,10,4,14,,,,
11945,8,3,11,,,,
10559,22,6,28,,,,
10494,31,0,31,,,,
10866,2,3,5,,,,
8362,9,14,23,,,,
9399,20,10,30,,,,
16541,3,1,4,,,,
2228,11,16,27,,,,
5104,24,9,33,,,,
9376,31,1,32,,,,
14160,4,10,14,,,,
2103,1,4,5,,,,
7829,14,5,19,,,,
902,25,15,40,,,,
3894,2,2,4,,,,
6780,7,8,15,,,,
16995,1,0,1,,,,
9646,2,2,4,,,,
9616,137,21,158,,,,
8368,24,3,27,,,,
17664,2,2,4,,,,
4939,89,4,93,,,,
4300,1,3,4,,,,
17665,1,2,3,,,,
3061,1,11,12,,,,
1535,2,2,4,,,,
8688,3,4,7,,,,
17530,1,1,2,,,,
13038,5,3,8,,,,
15130,6,1,7,,,,
12684,9,27,36,,,,
10467,30,90,120,,,,
7932,3,3,6,,,,
13722,20,38,58,,,,
10783,38,11,49,,,,
10966,13,5,18,,,,
8140,1,87,88,,,,
12423,11,9,20,,,,
12920,14,2,16,,,,
2523,14,13,27,,,,
12203,8,13,21,,,,
2662,98,101,199,,,,
13353,1,2,3,,,,
10198,15,55,70,,,,
16147,1,4,5,,,,
7426,5,0,5,,,,
11725,46,2,48,,,,
6070,67,4,71,,,,
9575,35,10,45,,,,
3775,1,1,2,,,,
3301,56,3,59,,,,
14967,25,72,97,,,,
7927,41,1,42,,,,
3658,8,18,26,,,,
1741,60,182,242,,,,
4474,20,21,41,,,,
9369,3,2,5,,,,
5316,6,15,21,,,,
13762,3,7,10,,,,
10958,2,2,4,,,,
6839,14,40,54,,,,
1325,15,88,103,,,,
9262,3,40,43,,,,
15554,4,5,9,,,,
13468,3,6,9,,,,
7018,2,5,7,,,,
12902,8,1,9,,,,
6176,21,49,70,,,,
8566,1,5,6,,,,
5906,20,8,28,,,,
9650,9,11,20,,,,
15822,17,2,19,,,,
13900,6,2,8,,,,
15334,3,2,5,,,,
5062,9,13,22,,,,
5766,1,5,6,,,,
9099,35,2,37,,,,
16753,5,2,7,,,,
3488,6,6,12,,,,
7105,4,11,15,,,,
16526,3,1,4,,,,
7288,4,13,17,,,,
1623,183,52,235,,,,
5592,11,8,19,,,,
5049,20,11,31,,,,
3112,1,42,43,,,,
6284,2,5,7,,,,
16825,2,6,8,,,,
8257,3,24,27,,,,
4741,19,16,35,,,,
16308,17,6,23,,,,
1898,1,40,41,,,,
10753,4,12,16,,,,
14241,14,10,24,,,,
7874,15,7,22,,,,
293,4,17,21,,,,
9840,65,5,70,,,,
15936,9,1,10,,,,
8053,2,3,5,,,,
13123,1,9,10,,,,
10237,9,7,16,,,,
6451,1,3,4,,,,
5934,23,8,31,,,,
5848,5,1,6,,,,
1887,117,69,186,,,,
11378,4,1,5,,,,
15376,8,23,31,,,,
9091,49,4,53,,,,
5680,7,20,27,,,,
4829,2,1,3,,,,
16573,2,3,5,,,,
11423,1,34,35,,,,
16425,4,3,7,,,,
8736,13,0,13,,,,
4006,10,104,114,,,,
8429,3,4,7,,,,
4510,1,17,18,,,,
12547,7,18,25,,,,
17696,1,1,2,,,,
11504,10,13,23,,,,
14231,4,20,24,,,,
6327,80,34,114,,,,
12689,13,12,25,,,,
9816,6,7,13,,,,
2091,9,25,34,,,,
6737,46,0,46,,,,
2908,2,5,7,,,,
1557,113,23,136,,,,
3523,2,6,8,,,,
15649,20,12,32,,,,
17494,5,1,6,,,,
5865,7,52,59,,,,
9700,16,8,24,,,,
15055,7,14,21,,,,
8499,2,1,3,,,,
4032,16,3,19,,,,
3638,2,5,7,,,,
16941,1,2,3,,,,
17868,3,1,4,,,,
10530,62,10,72,,,,
1314,2,87,89,,,,
980,9,13,22,,,,
10546,22,0,22,,,,
10574,15,9,24,,,,
17065,1,21,22,,,,
12576,5,11,16,,,,
10735,2,3,5,,,,
16151,10,9,19,,,,
7645,24,8,32,,,,
12981,1,1,2,,,,
12021,15,3,18,,,,
12306,18,0,18,,,,
9761,7,33,40,,,,
10670,1,2,3,,,,
7199,9,4,13,,,,
4344,129,1,130,,,,
13122,9,9,18,,,,
11974,7,3,10,,,,
7137,1,18,19,,,,
9716,35,12,47,,,,
12316,34,10,44,,,,
3296,55,25,80,,,,
5658,29,7,36,,,,
7418,9,2,11,,,,
5421,146,37,183,,,,
12614,4,0,4,,,,
17294,12,8,20,,,,
615,17,4,21,,,,
15053,1,7,8,,,,
11303,1,4,5,,,,
4921,9,21,30,,,,
5064,3,27,30,,,,
2872,13,28,41,,,,
977,15,1,16,,,,
13760,2,2,4,,,,
1078,17,3,20,,,,
5245,73,5,78,,,,
352,8,7,15,,,,
13276,3,5,8,,,,
8143,33,72,105,,,,
5756,1,3,4,,,,
8235,37,6,43,,,,
10115,12,11,23,,,,
3705,3,2,5,,,,
15027,4,10,14,,,,
3096,10,11,21,,,,
6882,4,2,6,,,,
5737,1,1,2,,,,
344,4,9,13,,,,
13351,13,2,15,,,,
14479,9,0,9,,,,
15103,8,24,32,,,,
17715,4,2,6,,,,
12631,14,2,16,,,,
7835,9,9,18,,,,
3576,5,4,9,,,,
5388,29,173,202,,,,
2271,41,122,163,,,,
8093,1,2,3,,,,
15117,2,6,8,,,,
10031,2,6,8,,,,
2351,17,20,37,,,,
5730,30,23,53,,,,
284,16,4,20,,,,
15507,4,8,12,,,,
14394,5,3,8,,,,
6676,20,42,62,,,,
6354,3,17,20,,,,
4634,7,34,41,,,,
4919,4,3,7,,,,
9083,4,1,5,,,,
13784,8,1,9,,,,
17318,2,2,4,,,,
5927,17,9,26,,,,
15311,3,7,10,,,,
8592,1,8,9,,,,
12284,2,0,2,,,,
12535,48,3,51,,,,
9704,8,6,14,,,,
7629,3,25,28,,,,
14076,1,7,8,,,,
7118,1,70,71,,,,
9322,7,5,12,,,,
2065,1,0,1,,,,
2409,25,28,53,,,,
8959,5,36,41,,,,
4755,14,48,62,,,,
10844,7,14,21,,,,
5800,5,11,16,,,,
9920,6,42,48,,,,
13404,5,0,5,,,,
2619,9,20,29,,,,
496,1,0,1,,,,
7975,1,6,7,,,,
9296,7,0,7,,,,
9283,8,0,8,,,,
15082,8,13,21,,,,
5475,1,90,91,,,,
7509,3,11,14,,,,
606,102,7,109,,,,
2805,13,0,13,,,,
9640,3,10,13,,,,
5706,15,10,25,,,,
1717,34,20,54,,,,
15156,16,0,16,,,,
4774,18,2,20,,,,
12575,1,8,9,,,,
15792,5,2,7,,,,
13987,5,2,7,,,,
5591,5,9,14,,,,
4269,69,30,99,,,,
13539,8,37,45,,,,
2344,6,62,68,,,,
1239,6,1,7,,,,
11086,1,0,1,,,,
14765,22,0,22,,,,
255,11,1,12,,,,
14402,10,25,35,,,,
16463,1,2,3,,,,
2412,38,58,96,,,,
10223,5,11,16,,,,
13033,7,3,10,,,,
8075,3,0,3,,,,
6201,12,18,30,,,,
9136,5,22,27,,,,
123,22,88,110,,,,
9971,19,1,20,,,,
15289,4,5,9,,,,
1899,14,8,22,,,,
1120,19,11,30,,,,
7421,6,1,7,,,,
6974,7,1,8,,,,
1788,30,11,41,,,,
11102,9,16,25,,,,
4376,1,12,13,,,,
8774,17,19,36,,,,
16635,8,2,10,,,,
16411,2,0,2,,,,
17173,6,4,10,,,,
2503,16,32,48,,,,
4880,5,1,6,,,,
17059,37,2,39,,,,
9627,37,0,37,,,,
14310,4,3,7,,,,
16536,3,4,7,,,,
2261,31,2,33,,,,
16986,6,14,20,,,,
9565,2,57,59,,,,
15720,4,10,14,,,,
14755,3,18,21,,,,
9402,1,3,4,,,,
15336,2,8,10,,,,
14217,26,0,26,,,,
12901,1,6,7,,,,
6264,47,15,62,,,,
5358,130,91,221,,,,
9248,42,7,49,,,,
4318,1,44,45,,,,
9284,5,13,18,,,,
10203,6,0,6,,,,
5478,147,78,225,,,,
7057,7,1,8,,,,
11899,11,1,12,,,,
683,64,97,161,,,,
12671,1,4,5,,,,
6213,26,53,79,,,,
14405,10,1,11,,,,
2993,19,51,70,,,,
1951,49,14,63,,,,
10702,6,48,54,,,,
3863,28,6,34,,,,
4674,4,32,36,,,,
12358,24,1,25,,,,
9678,11,8,19,,,,
3771,27,13,40,,,,
3060,48,4,52,,,,
2444,62,84,146,,,,
8315,2,3,5,,,,
2156,3,8,11,,,,
7,7,0,7,,,,
703,9,0,9,,,,
4591,8,2,10,,,,
13196,74,10,84,,,,
10763,26,1,27,,,,
5724,9,0,9,,,,
4460,18,3,21,,,,
10149,8,4,12,,,,
2135,5,0,5,,,,
8966,11,14,25,,,,
1012,1,6,7,,,,
12418,3,3,6,,,,
7697,4,12,16,,,,
2423,43,7,50,,,,
3619,11,3,14,,,,
5885,31,59,90,,,,
14468,2,1,3,,,,
3903,18,2,20,,,,
11099,4,6,10,,,,
3212,9,0,9,,,,
9899,11,2,13,,,,
6105,50,18,68,,,,
10631,19,40,59,,,,
9438,7,1,8,,,,
8844,29,20,49,,,,
5899,2,2,4,,,,
488,10,3,13,,,,
371,20,0,20,,,,
12833,17,1,18,,,,
6865,57,10,67,,,,
15216,7,3,10,,,,
12643,8,27,35,,,,
3344,21,20,41,,,,
759,168,83,251,,,,
5089,2,5,7,,,,
9538,4,2,6,,,,
244,6,19,25,,,,
16214,11,6,17,,,,
17733,1,7,8,,,,
2873,38,6,44,,,,
17134,25,2,27,,,,
2368,57,18,75,,,,
3630,9,4,13,,,,
12192,5,6,11,,,,
2177,15,0,15,,,,
10167,1,0,1,,,,
17504,9,1,10,,,,
7700,4,1,5,,,,
12405,5,0,5,,,,
8319,16,40,56,,,,
2161,15,8,23,,,,
8114,6,4,10,,,,
8637,15,7,22,,,,
1109,19,5,24,,,,
2768,24,6,30,,,,
8011,21,9,30,,,,
14009,1,1,2,,,,
13950,13,21,34,,,,
16634,5,2,7,,,,
306,13,4,17,,,,
4539,17,95,112,,,,
5414,47,127,174,,,,
13370,10,2,12,,,,
13813,18,2,20,,,,
5267,55,2,57,,,,
9520,3,25,28,,,,
10315,5,9,14,,,,
9715,6,44,50,,,,
11665,50,6,56,,,,
9820,22,16,38,,,,
6093,2,28,30,,,,
4865,61,10,71,,,,
8805,2,3,5,,,,
2822,7,3,10,,,,
16396,15,5,20,,,,
4870,2,0,2,,,,
16434,1,5,6,,,,
14865,6,1,7,,,,
6438,14,7,21,,,,
16954,2,2,4,,,,
2421,86,77,163,,,,
66,31,84,115,,,,
6035,3,8,11,,,,
10588,8,6,14,,,,
4021,1,3,4,,,,
12809,12,14,26,,,,
15303,15,0,15,,,,
2153,1,3,4,,,,
9483,10,6,16,,,,
1649,4,22,26,,,,
10609,1,1,2,,,,
4748,6,9,15,,,,
16212,6,11,17,,,,
6335,103,17,120,,,,
4160,1,2,3,,,,
5513,108,81,189,,,,
9799,7,9,16,,,,
9363,1,6,7,,,,
14473,2,1,3,,,,
17487,7,9,16,,,,
12927,7,7,14,,,,
2824,1,23,24,,,,
7215,23,26,49,,,,
1422,112,5,117,,,,
12958,5,5,10,,,,
8803,18,27,45,,,,
13003,3,3,6,,,,
17724,1,4,5,,,,
1281,5,3,8,,,,
4632,19,1,20,,,,
8908,5,3,8,,,,
16040,9,21,30,,,,
5707,1,8,9,,,,
9603,1,34,35,,,,
8376,86,4,90,,,,
15870,1,1,2,,,,
5537,4,0,4,,,,
17138,3,4,7,,,,
2688,2,39,41,,,,
10857,5,15,20,,,,
1997,22,24,46,,,,
8567,7,5,12,,,,
1483,96,17,113,,,,
8054,10,1,11,,,,
12511,12,26,38,,,,
16901,1,1,2,,,,
12741,6,2,8,,,,
8995,14,36,50,,,,
13222,82,35,117,,,,
14356,10,13,23,,,,
8933,8,14,22,,,,
8722,32,12,44,,,,
2427,13,22,35,,,,
15400,47,16,63,,,,
9247,29,0,29,,,,
15733,4,10,14,,,,
7660,2,13,15,,,,
13228,1,2,3,,,,
2863,30,8,38,,,,
5449,192,24,216,,,,
921,94,2,96,,,,
14077,7,11,18,,,,
1905,238,14,252,,,,
9206,5,1,6,,,,
17414,6,1,7,,,,
8822,2,2,4,,,,
12219,13,4,17,,,,
16173,2,2,4,,,,
9468,35,28,63,,,,
17452,11,15,26,,,,
17532,2,2,4,,,,
1298,86,6,92,,,,
9015,106,13,119,,,,
8700,1,18,19,,,,
16482,6,6,12,,,,
9914,14,3,17,,,,
10404,6,12,18,,,,
16383,7,1,8,,,,
2962,3,114,117,,,,
2569,4,11,15,,,,
6348,24,3,27,,,,
4913,6,3,9,,,,
3181,16,2,18,,,,
5252,8,10,18,,,,
5907,3,1,4,,,,
1434,41,82,123,,,,
14801,1,17,18,,,,
13646,15,24,39,,,,
13541,5,2,7,,,,
1930,70,2,72,,,,
14277,5,34,39,,,,
1979,11,19,30,,,,
2511,36,1,37,,,,
9246,3,12,15,,,,
8383,6,0,6,,,,
12001,65,20,85,,,,
15585,12,3,15,,,,
14194,28,68,96,,,,
591,9,5,14,,,,
6565,18,13,31,,,,
8624,16,19,35,,,,
11735,52,9,61,,,,
16982,4,2,6,,,,
6064,6,1,7,,,,
10755,15,0,15,,,,
14972,5,12,17,,,,
4190,9,19,28,,,,
14705,11,18,29,,,,
15211,9,0,9,,,,
7628,11,0,11,,,,
12275,5,7,12,,,,
4613,7,46,53,,,,
12489,8,11,19,,,,
13248,9,10,19,,,,
16840,5,1,6,,,,
17486,1,15,16,,,,
11432,3,5,8,,,,
15422,7,0,7,,,,
14123,1,0,1,,,,
17443,6,3,9,,,,
6022,3,9,12,,,,
1716,20,101,121,,,,
1703,57,42,99,,,,
15584,8,2,10,,,,
1766,11,1,12,,,,
7657,10,9,19,,,,
9771,2,7,9,,,,
8545,16,130,146,,,,
13274,1,3,4,,,,
2733,1,23,24,,,,
2298,28,52,80,,,,
4275,11,52,63,,,,
16004,3,46,49,,,,
12424,1,3,4,,,,
5112,49,1,50,,,,
17686,2,1,3,,,,
3814,78,3,81,,,,
15624,7,8,15,,,,
11295,11,2,13,,,,
16967,1,2,3,,,,
14906,4,3,7,,,,
4970,40,2,42,,,,
2765,19,10,29,,,,
7751,7,1,8,,,,
11943,22,0,22,,,,
10216,6,9,15,,,,
2435,159,7,166,,,,
6042,5,3,8,,,,
15123,2,0,2,,,,
11879,7,1,8,,,,
9158,6,8,14,,,,
15804,22,9,31,,,,
1321,46,33,79,,,,
12564,3,0,3,,,,
17024,1,2,3,,,,
133,100,21,121,,,,
13599,2,3,5,,,,
3194,4,4,8,,,,
16115,12,2,14,,,,
15361,9,0,9,,,,
3091,10,9,19,,,,
15612,3,14,17,,,,
1189,4,17,21,,,,
15119,2,6,8,,,,
7779,11,4,15,,,,
3962,14,19,33,,,,
8232,47,14,61,,,,
15417,10,17,27,,,,
16755,1,4,5,,,,
5691,3,0,3,,,,
11897,6,11,17,,,,
13850,4,3,7,,,,
16300,8,2,10,,,,
319,1,2,3,,,,
3039,4,44,48,,,,
12011,11,7,18,,,,
3241,29,9,38,,,,
17100,2,4,6,,,,
11033,12,1,13,,,,
3244,7,18,25,,,,
11319,1,2,3,,,,
17502,3,5,8,,,,
4233,5,8,13,,,,
13928,2,0,2,,,,
1368,36,5,41,,,,
12149,8,2,10,,,,
12232,13,23,36,,,,
5845,6,9,15,,,,
5232,6,19,25,,,,
15978,17,2,19,,,,
6302,33,20,53,,,,
10098,44,22,66,,,,
16310,7,4,11,,,,
10814,8,2,10,,,,
385,70,42,112,,,,
9429,1,0,1,,,,
13014,1,3,4,,,,
376,17,7,24,,,,
186,18,33,51,,,,
6096,2,2,4,,,,
8516,30,45,75,,,,
3972,6,0,6,,,,
10004,4,1,5,,,,
9294,13,0,13,,,,
12110,21,4,25,,,,
3572,1,1,2,,,,
4752,34,40,74,,,,
2016,1,26,27,,,,
8985,16,11,27,,,,
748,49,20,69,,,,
15949,2,0,2,,,,
13256,8,66,74,,,,
8365,9,1,10,,,,
3483,34,96,130,,,,
16145,1,1,2,,,,
12856,2,7,9,,,,
7284,1,1,2,,,,
5471,82,5,87,,,,
15028,4,7,11,,,,
13746,6,7,13,,,,
1757,166,45,211,,,,
5128,13,1,14,,,,
4020,5,1,6,,,,
1164,3,1,4,,,,
3839,138,13,151,,,,
6464,5,9,14,,,,
8767,7,8,15,,,,
11542,2,6,8,,,,
11978,3,5,8,,,,
14617,21,9,30,,,,
15652,2,8,10,,,,
15961,2,1,3,,,,
2807,6,3,9,,,,
13771,3,17,20,,,,
7097,29,3,32,,,,
14556,57,17,74,,,,
5161,6,0,6,,,,
630,7,24,31,,,,
5284,14,54,68,,,,
1855,10,21,31,,,,
12249,15,1,16,,,,
1433,38,94,132,,,,
17559,2,7,9,,,,
3519,19,9,28,,,,
10766,1,0,1,,,,
10835,1,6,7,,,,
14547,54,6,60,,,,
7519,79,29,108,,,,
15057,5,5,10,,,,
5797,9,5,14,,,,
15241,11,21,32,,,,
1008,8,5,13,,,,
6057,72,35,107,,,,
6590,18,5,23,,,,
17118,9,0,9,,,,
464,1,3,4,,,,
17142,3,0,3,,,,
13056,19,12,31,,,,
16697,21,5,26,,,,
10532,35,19,54,,,,
9864,8,24,32,,,,
8401,8,7,15,,,,
8550,6,2,8,,,,
6108,37,63,100,,,,
10129,3,8,11,,,,
5127,4,0,4,,,,
15434,23,11,34,,,,
17314,1,1,2,,,,
11148,1,3,4,,,,
4212,25,15,40,,,,
11312,1,0,1,,,,
3597,10,1,11,,,,
839,13,1,14,,,,
6486,35,17,52,,,,
14876,15,10,25,,,,
7165,35,1,36,,,,
3426,1,2,3,,,,
9977,38,29,67,,,,
2877,27,6,33,,,,
7596,74,23,97,,,,
4264,124,1,125,,,,
3333,2,3,5,,,,
17624,3,6,9,,,,
940,11,20,31,,,,
1438,1,16,17,,,,
10890,12,6,18,,,,
8780,38,29,67,,,,
1609,149,35,184,,,,
6196,4,1,5,,,,
6471,8,1,9,,,,
14183,3,84,87,,,,
14281,1,9,10,,,,
13193,15,18,33,,,,
5407,56,123,179,,,,
13564,2,27,29,,,,
6602,4,8,12,,,,
11994,1,14,15,,,,
9891,26,4,30,,,,
292,22,11,33,,,,
17625,3,8,11,,,,
1580,114,7,121,,,,
6078,4,12,16,,,,
16029,58,2,60,,,,
3203,51,3,54,,,,
16465,4,0,4,,,,
9726,1,30,31,,,,
7078,14,8,22,,,,
7351,6,13,19,,,,
7253,14,14,28,,,,
16021,29,24,53,,,,
6571,39,23,62,,,,
15501,6,13,19,,,,
14377,7,0,7,,,,
4218,162,50,212,,,,
1390,117,32,149,,,,
11746,4,7,11,,,,
2781,2,2,4,,,,
16330,31,14,45,,,,
1754,570,29,599,,,,
13299,8,1,9,,,,
1791,47,141,188,,,,
16513,3,12,15,,,,
2533,9,1,10,,,,
10390,7,13,20,,,,
10272,4,3,7,,,,
13194,1,8,9,,,,
11748,6,24,30,,,,
8766,1,1,2,,,,
8309,17,7,24,,,,
17615,7,0,7,,,,
1992,4,28,32,,,,
1800,6,20,26,,,,
15648,10,14,24,,,,
7169,3,19,22,,,,
12540,40,31,71,,,,
14346,4,3,7,,,,
14880,29,13,42,,,,
12583,1,1,2,,,,
14813,7,15,22,,,,
1162,25,7,32,,,,
14837,11,40,51,,,,
6002,1,7,8,,,,
9585,8,4,12,,,,
14069,30,10,40,,,,
2564,5,6,11,,,,
3821,2,0,2,,,,
15824,6,2,8,,,,
16404,21,8,29,,,,
17511,4,0,4,,,,
11928,6,9,15,,,,
14559,27,6,33,,,,
15853,2,1,3,,,,
16969,2,2,4,,,,
13652,3,3,6,,,,
8760,3,2,5,,,,
14257,2,5,7,,,,
17458,6,7,13,,,,
8920,5,2,7,,,,
17073,3,2,5,,,,
7860,7,18,25,,,,
8918,15,7,22,,,,
10579,8,5,13,,,,
1811,75,117,192,,,,
141,59,238,297,,,,
452,15,89,104,,,,
16510,5,1,6,,,,
4622,4,27,31,,,,
13735,2,29,31,,,,
14492,1,1,2,,,,
15660,6,2,8,,,,
16544,3,5,8,,,,
6204,29,46,75,,,,
7557,50,41,91,,,,
8138,51,26,77,,,,
11749,2,3,5,,,,
7467,9,0,9,,,,
6045,17,67,84,,,,
16320,5,8,13,,,,
17600,11,1,12,,,,
2471,2,17,19,,,,
13431,1,4,5,,,,
4526,67,47,114,,,,
16612,1,8,9,,,,
6271,24,100,124,,,,
6554,4,3,7,,,,
10480,36,18,54,,,,
17364,31,1,32,,,,
9080,17,3,20,,,,
17584,5,7,12,,,,
8347,4,10,14,,,,
13434,3,3,6,,,,
17441,6,2,8,,,,
12377,7,4,11,,,,
9560,24,18,42,,,,
8133,45,37,82,,,,
13462,3,18,21,,,,
13893,22,7,29,,,,
5632,12,28,40,,,,
14100,7,9,16,,,,
3358,10,17,27,,,,
9871,17,21,38,,,,
5701,3,9,12,,,,
12433,8,13,21,,,,
9638,5,0,5,,,,
16760,1,0,1,,,,
4813,25,10,35,,,,
7559,12,27,39,,,,
401,156,31,187,,,,
14355,3,5,8,,,,
953,19,7,26,,,,
8251,19,22,41,,,,
14498,2,0,2,,,,
14279,5,7,12,,,,
5952,2,3,5,,,,
686,3,8,11,,,,
16424,3,9,12,,,,
8187,23,19,42,,,,
2216,1,10,11,,,,
7620,7,3,10,,,,
4923,16,0,16,,,,
17440,1,0,1,,,,
11454,2,0,2,,,,
8923,3,1,4,,,,
3555,7,8,15,,,,
4700,1,2,3,,,,
17654,5,8,13,,,,
9817,3,4,7,,,,
7371,2,7,9,,,,
6964,28,21,49,,,,
11939,1,10,11,,,,
784,3,3,6,,,,
4199,42,4,46,,,,
16331,2,3,5,,,,
2933,7,27,34,,,,
17303,4,1,5,,,,
12214,3,2,5,,,,
12258,1,6,7,,,,
7554,11,11,22,,,,
13691,9,1,10,,,,
3415,30,56,86,,,,
3022,26,26,52,,,,
4876,4,0,4,,,,
16464,3,6,9,,,,
14671,14,1,15,,,,
12674,7,2,9,,,,
12242,11,7,18,,,,
15508,1,2,3,,,,
8177,18,19,37,,,,
13568,8,3,11,,,,
6808,91,6,97,,,,
1341,66,48,114,,,,
9708,10,2,12,,,,
14604,2,3,5,,,,
14337,4,4,8,,,,
3979,5,6,11,,,,
11069,11,6,17,,,,
15679,5,12,17,,,,
4816,46,5,51,,,,
5144,3,34,37,,,,
2133,6,0,6,,,,
10655,48,28,76,,,,
2913,41,7,48,,,,
11759,19,30,49,,,,
10280,4,2,6,,,,
11417,22,22,44,,,,
9660,12,19,31,,,,
4434,2,0,2,,,,
2329,29,25,54,,,,
16768,3,5,8,,,,
5794,2,0,2,,,,
2833,60,38,98,,,,
3810,2,9,11,,,,
5246,56,17,73,,,,
14720,8,6,14,,,,
16410,3,0,3,,,,
12344,24,9,33,,,,
8521,7,95,102,,,,
17739,10,3,13,,,,
15701,5,0,5,,,,
3857,3,60,63,,,,
8089,29,3,32,,,,
15467,1,1,2,,,,
11177,34,8,42,,,,
15185,18,1,19,,,,
16182,5,3,8,,,,
6555,8,6,14,,,,
13703,9,1,10,,,,
5158,3,2,5,,,,
8464,3,1,4,,,,
16083,2,18,20,,,,
17544,5,5,10,,,,
13751,4,1,5,,,,
519,2,2,4,,,,
13036,10,9,19,,,,
13099,2,7,9,,,,
4614,75,7,82,,,,
5681,2,1,3,,,,
829,8,4,12,,,,
17578,2,3,5,,,,
12827,18,27,45,,,,
6478,5,6,11,,,,
2462,8,12,20,,,,
278,20,10,30,,,,
9804,4,5,9,,,,
1149,33,3,36,,,,
476,44,35,79,,,,
3332,4,2,6,,,,
10332,5,1,6,,,,
3321,39,38,77,,,,
14016,1,6,7,,,,
5166,5,2,7,,,,
14412,20,20,40,,,,
5205,29,23,52,,,,
16134,12,1,13,,,,
9688,9,11,20,,,,
5071,18,1,19,,,,
5462,86,112,198,,,,
875,36,3,39,,,,
4429,23,17,40,,,,
15841,2,0,2,,,,
2022,8,2,10,,,,
610,5,18,23,,,,
1805,5,4,9,,,,
1539,15,5,20,,,,
2903,6,14,20,,,,
10618,28,12,40,,,,
9222,25,26,51,,,,
11260,3,3,6,,,,
16772,7,13,20,,,,
14752,3,2,5,,,,
7311,1,0,1,,,,
14921,8,11,19,,,,
1618,13,11,24,,,,
4216,1,29,30,,,,
125,3,6,9,,,,
7762,13,14,27,,,,
62,25,182,207,,,,
13870,5,0,5,,,,
16256,9,1,10,,,,
7809,21,1,22,,,,
16239,5,0,5,,,,
15473,1,3,4,,,,
10953,1,2,3,,,,
10183,45,0,45,,,,
4720,22,5,27,,,,
7556,14,6,20,,,,
4543,23,11,34,,,,
15599,1,17,18,,,,
14520,13,1,14,,,,
10092,9,22,31,,,,
3884,3,106,109,,,,
8327,33,13,46,,,,
4669,11,12,23,,,,
15244,12,28,40,,,,
15645,13,24,37,,,,
16860,3,14,17,,,,
4126,7,9,16,,,,
14238,1,1,2,,,,
7793,1,0,1,,,,
12957,1,1,2,,,,
1463,17,14,31,,,,
17336,2,1,3,,,,
9252,1,2,3,,,,
6894,27,39,66,,,,
12608,4,14,18,,,,
8921,9,0,9,,,,
2295,196,29,225,,,,
12760,17,2,19,,,,
11168,7,21,28,,,,
